2019-03-01,-0.04804660000000001
2019-03-02,-0.015484800000000003
2019-03-03,0.0022193999999999994
2019-03-04,-0.015904
2019-03-05,-0.02812559999999999
2019-03-06,-0.04479439999999999
2019-03-07,-0.05792719999999997
2019-03-08,0.010907199999999999
2019-03-09,0.025884200000000007
2019-03-10,-0.015159400000000005
2019-03-11,0.02731819999999999
2019-03-12,-0.040661799999999984
2019-03-13,-0.031166599999999982
2019-03-14,-0.006547799999999998
2019-03-15,-0.04077800000000002
2019-03-16,-0.046973999999999974
2019-03-17,-0.06477740000000001
2019-03-18,0.0203886
2019-03-19,-0.01935099999999998
2019-03-20,-0.024394199999999987
2019-03-21,-0.007687999999999992
2019-03-22,-0.012927200000000002
2019-03-23,0.0011972000000000124
2019-03-24,0.010757599999999999
2019-03-25,0.010716000000000003
2019-03-26,0.023251400000000012
2019-03-27,-0.020765600000000006
2019-03-28,0.02274620000000001
2019-03-29,-0.019242199999999994
